the_geom,id,xmin,xmax,ymin,ymax
"MULTIPOLYGON (((-73.97878897318449 40.77264613845115, -73.97775212220638 40.772210744796304, -73.97832482780876 40.77142249384559, -73.97936167025847 40.77185788239845, -73.97878897318449 40.77264613845115)))",766,989030.73113,989358.81512,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97775212220638 40.772210744796304, -73.9767152847861 40.771775341782885, -73.97728799891644 40.770987095934245, -73.97832482780876 40.77142249384559, -73.97775212220638 40.772210744796304)))",767,989358.81512,989686.89911,219432.2477,219760.33169
"MULTIPOLYGON (((-73.9767152847861 40.771775341782885, -73.97567846092363 40.77133992941106, -73.97625118358151 40.770551688664575, -73.97728799891644 40.770987095934245, -73.9767152847861 40.771775341782885)))",768,989686.89911,990014.9831,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97567846092363 40.77133992941106, -73.97464165061905 40.770904507681095, -73.97521438180404 40.770116272036816, -73.97625118358151 40.770551688664575, -73.97567846092363 40.77133992941106)))",769,990014.9831,990343.06709,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97464165061905 40.770904507681095, -73.97360485387235 40.770469076593145, -73.974177593584 40.7696808460512, -73.97521438180404 40.770116272036816, -73.97464165061905 40.770904507681095)))",770,990343.06709,990671.15108,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97360485387235 40.770469076593145, -73.97256807068356 40.77003363614742, -73.97314081892145 40.769245410707896, -73.974177593584 40.7696808460512, -73.97360485387235 40.770469076593145)))",771,990671.15108,990999.23507,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97256807068356 40.77003363614742, -73.9715313010527 40.769598186344126, -73.97210405781641 40.768809966007105, -73.97314081892145 40.769245410707896, -73.97256807068356 40.77003363614742)))",772,990999.23507,991327.31906,219432.2477,219760.33169
"MULTIPOLYGON (((-73.9715313010527 40.769598186344126, -73.97049454497981 40.76916272718347, -73.9710673102689 40.768374511949055, -73.97210405781641 40.768809966007105, -73.9715313010527 40.769598186344126)))",773,991327.31906,991655.40305,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97049454497981 40.76916272718347, -73.9694578024649 40.7687272586657, -73.97003057627893 40.76793904853394, -73.9710673102689 40.768374511949055, -73.97049454497981 40.76916272718347)))",774,991655.40305,991983.48704,219432.2477,219760.33169
"MULTIPOLYGON (((-73.97936167025847 40.77185788239845, -73.97832482780876 40.77142249384559, -73.97889751985376 40.770634239955136, -73.97993435377509 40.771069623406056, -73.97936167025847 40.77185788239845)))",785,989030.73113,989358.81512,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97832482780876 40.77142249384559, -73.97728799891644 40.770987095934245, -73.97786069948938 40.77019884714582, -73.97889751985376 40.770634239955136, -73.97832482780876 40.77142249384559)))",786,989358.81512,989686.89911,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97728799891644 40.770987095934245, -73.97625118358151 40.770551688664575, -73.97682389268196 40.76976344497828, -73.97786069948938 40.77019884714582, -73.97728799891644 40.770987095934245)))",787,989686.89911,990014.9831,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97625118358151 40.770551688664575, -73.97521438180404 40.770116272036816, -73.97578709943157 40.76932803345277, -73.97682389268196 40.76976344497828, -73.97625118358151 40.770551688664575)))",788,990014.9831,990343.06709,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97521438180404 40.770116272036816, -73.974177593584 40.7696808460512, -73.97475031973818 40.768892612569445, -73.97578709943157 40.76932803345277, -73.97521438180404 40.770116272036816)))",789,990343.06709,990671.15108,219104.16371,219432.2477
"MULTIPOLYGON (((-73.974177593584 40.7696808460512, -73.97314081892145 40.769245410707896, -73.97371355360184 40.768457182328525, -73.97475031973818 40.768892612569445, -73.974177593584 40.7696808460512)))",790,990671.15108,990999.23507,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97314081892145 40.769245410707896, -73.97210405781641 40.768809966007105, -73.97267680102259 40.76802174273023, -73.97371355360184 40.768457182328525, -73.97314081892145 40.769245410707896)))",791,990999.23507,991327.31906,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97210405781641 40.768809966007105, -73.9710673102689 40.768374511949055, -73.9716400620004 40.76758629377476, -73.97267680102259 40.76802174273023, -73.97210405781641 40.768809966007105)))",792,991327.31906,991655.40305,219104.16371,219432.2477
"MULTIPOLYGON (((-73.9710673102689 40.768374511949055, -73.97003057627893 40.76793904853394, -73.97060333653536 40.76715083546231, -73.9716400620004 40.76758629377476, -73.9710673102689 40.768374511949055)))",793,991655.40305,991983.48704,219104.16371,219432.2477
"MULTIPOLYGON (((-73.97993435377509 40.771069623406056, -73.97889751985376 40.770634239955136, -73.9794701983418 40.76984598312519, -73.98050702373479 40.77028136147414, -73.97993435377509 40.771069623406056)))",804,989030.73113,989358.81512,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97889751985376 40.770634239955136, -73.97786069948938 40.77019884714582, -73.97843338650534 40.7694105954179, -73.9794701983418 40.76984598312519, -73.97889751985376 40.770634239955136)))",805,989358.81512,989686.89911,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97786069948938 40.77019884714582, -73.97682389268196 40.76976344497828, -73.97739658822542 40.768975198352464, -73.97843338650534 40.7694105954179, -73.97786069948938 40.77019884714582)))",806,989686.89911,990014.9831,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97682389268196 40.76976344497828, -73.97578709943157 40.76932803345277, -73.97635980350206 40.76853979192915, -73.97739658822542 40.768975198352464, -73.97682389268196 40.76976344497828)))",807,990014.9831,990343.06709,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97578709943157 40.76932803345277, -73.97475031973818 40.768892612569445, -73.97532303233531 40.76810437614812, -73.97635980350206 40.76853979192915, -73.97578709943157 40.76932803345277)))",808,990343.06709,990671.15108,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97475031973818 40.768892612569445, -73.97371355360184 40.768457182328525, -73.97428627472516 40.76766895100959, -73.97532303233531 40.76810437614812, -73.97475031973818 40.768892612569445)))",809,990671.15108,990999.23507,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97371355360184 40.768457182328525, -73.97267680102259 40.76802174273023, -73.97324953067165 40.767233516513755, -73.97428627472516 40.76766895100959, -73.97371355360184 40.768457182328525)))",810,990999.23507,991327.31906,218776.07972,219104.16371
"MULTIPOLYGON (((-73.97267680102259 40.76802174273023, -73.9716400620004 40.76758629377476, -73.97221280017482 40.76679807266082, -73.97324953067165 40.767233516513755, -73.97267680102259 40.76802174273023)))",811,991327.31906,991655.40305,218776.07972,219104.16371
"MULTIPOLYGON (((-73.9716400620004 40.76758629377476, -73.97060333653536 40.76715083546231, -73.97117608323465 40.766362619451016, -73.97221280017482 40.76679807266082, -73.9716400620004 40.76758629377476)))",812,991655.40305,991983.48704,218776.07972,219104.16371
"MULTIPOLYGON (((-73.98050702373479 40.77028136147414, -73.9794701983418 40.76984598312519, -73.98004286327333 40.76905772335599, -73.981079680138 40.76949309660304, -73.98050702373479 40.77028136147414)))",823,989030.73113,989358.81512,218447.99573,218776.07972
"MULTIPOLYGON (((-73.9794701983418 40.76984598312519, -73.97843338650534 40.7694105954179, -73.97900605996477 40.76862234075072, -73.98004286327333 40.76905772335599, -73.9794701983418 40.76984598312519)))",824,989358.81512,989686.89911,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97843338650534 40.7694105954179, -73.97739658822542 40.768975198352464, -73.97796927021231 40.76818694878739, -73.97900605996477 40.76862234075072, -73.97843338650534 40.7694105954179)))",825,989686.89911,990014.9831,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97739658822542 40.768975198352464, -73.97635980350206 40.76853979192915, -73.97693249401598 40.76775154746624, -73.97796927021231 40.76818694878739, -73.97739658822542 40.768975198352464)))",826,990014.9831,990343.06709,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97635980350206 40.76853979192915, -73.97532303233531 40.76810437614812, -73.97589573137581 40.767316136787464, -73.97693249401598 40.76775154746624, -73.97635980350206 40.76853979192915)))",827,990343.06709,990671.15108,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97532303233531 40.76810437614812, -73.97428627472516 40.76766895100959, -73.97485898229183 40.766880716751295, -73.97589573137581 40.767316136787464, -73.97532303233531 40.76810437614812)))",828,990671.15108,990999.23507,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97428627472516 40.76766895100959, -73.97324953067165 40.767233516513755, -73.97382224676406 40.7664452873579, -73.97485898229183 40.766880716751295, -73.97428627472516 40.76766895100959)))",829,990999.23507,991327.31906,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97324953067165 40.767233516513755, -73.97221280017482 40.76679807266082, -73.97278552479253 40.76600984860751, -73.97382224676406 40.7664452873579, -73.97324953067165 40.767233516513755)))",830,991327.31906,991655.40305,218447.99573,218776.07972
"MULTIPOLYGON (((-73.97221280017482 40.76679807266082, -73.97117608323465 40.766362619451016, -73.97174881637724 40.765574400500334, -73.97278552479253 40.76600984860751, -73.97221280017482 40.76679807266082)))",831,991655.40305,991983.48704,218447.99573,218776.07972
"MULTIPOLYGON (((-73.981079680138 40.76949309660304, -73.98004286327333 40.76905772335599, -73.98061551464878 40.76826946064782, -73.98165232298513 40.76870482879296, -73.981079680138 40.76949309660304)))",842,989030.73113,989358.81512,218119.91174,218447.99573
"MULTIPOLYGON (((-73.98004286327333 40.76905772335599, -73.97900605996477 40.76862234075072, -73.97957871986809 40.76783408314451, -73.98061551464878 40.76826946064782, -73.98004286327333 40.76905772335599)))",843,989358.81512,989686.89911,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97900605996477 40.76862234075072, -73.97796927021231 40.76818694878739, -73.97854193864306 40.76739869628326, -73.97957871986809 40.76783408314451, -73.97900605996477 40.76862234075072)))",844,989686.89911,990014.9831,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97796927021231 40.76818694878739, -73.97693249401598 40.76775154746624, -73.97750517097374 40.766963300064276, -73.97854193864306 40.76739869628326, -73.97796927021231 40.76818694878739)))",845,990014.9831,990343.06709,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97693249401598 40.76775154746624, -73.97589573137581 40.767316136787464, -73.97646841686014 40.76652789448775, -73.97750517097374 40.766963300064276, -73.97693249401598 40.76775154746624)))",846,990343.06709,990671.15108,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97589573137581 40.767316136787464, -73.97485898229183 40.766880716751295, -73.97543167630229 40.766092479553905, -73.97646841686014 40.76652789448775, -73.97589573137581 40.767316136787464)))",847,990671.15108,990999.23507,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97485898229183 40.766880716751295, -73.97382224676406 40.7664452873579, -73.97439494930025 40.765657055262935, -73.97543167630229 40.766092479553905, -73.97485898229183 40.766880716751295)))",848,990999.23507,991327.31906,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97382224676406 40.7664452873579, -73.97278552479253 40.76600984860751, -73.97335823585396 40.765221621615055, -73.97439494930025 40.765657055262935, -73.97382224676406 40.7664452873579)))",849,991327.31906,991655.40305,218119.91174,218447.99573
"MULTIPOLYGON (((-73.97278552479253 40.76600984860751, -73.97174881637724 40.765574400500334, -73.97232153596353 40.76478617861048, -73.97335823585396 40.765221621615055, -73.97278552479253 40.76600984860751)))",850,991655.40305,991983.48704,218119.91174,218447.99573
"MULTIPOLYGON (((-73.98165232298513 40.76870482879296, -73.98061551464878 40.76826946064782, -73.98118815246858 40.76748119500088, -73.98222495227664 40.76791655804416, -73.98165232298513 40.76870482879296)))",861,989030.73113,989358.81512,217791.82775,218119.91174
"MULTIPOLYGON (((-73.98061551464878 40.76826946064782, -73.97957871986809 40.76783408314451, -73.98015136621571 40.76704582259955, -73.98118815246858 40.76748119500088, -73.98061551464878 40.76826946064782)))",862,989358.81512,989686.89911,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97957871986809 40.76783408314451, -73.97854193864306 40.76739869628326, -73.9791145935181 40.76661044084036, -73.98015136621571 40.76704582259955, -73.97957871986809 40.76783408314451)))",863,989686.89911,990014.9831,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97854193864306 40.76739869628326, -73.97750517097374 40.766963300064276, -73.97807783437577 40.76617504972351, -73.9791145935181 40.76661044084036, -73.97854193864306 40.76739869628326)))",864,990014.9831,990343.06709,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97750517097374 40.766963300064276, -73.97646841686014 40.76652789448775, -73.97704108878872 40.7657396492492, -73.97807783437577 40.76617504972351, -73.97750517097374 40.766963300064276)))",865,990343.06709,990671.15108,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97646841686014 40.76652789448775, -73.97543167630229 40.766092479553905, -73.976004356757 40.765304239417674, -73.97704108878872 40.7657396492492, -73.97646841686014 40.76652789448775)))",866,990671.15108,990999.23507,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97543167630229 40.766092479553905, -73.97439494930025 40.765657055262935, -73.9749676382806 40.76486882022912, -73.976004356757 40.765304239417674, -73.97543167630229 40.766092479553905)))",867,990999.23507,991327.31906,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97439494930025 40.765657055262935, -73.97335823585396 40.765221621615055, -73.9739309333596 40.76443339168374, -73.9749676382806 40.76486882022912, -73.97439494930025 40.765657055262935)))",868,991327.31906,991655.40305,217791.82775,218119.91174
"MULTIPOLYGON (((-73.97335823585396 40.765221621615055, -73.97232153596353 40.76478617861048, -73.97289424199397 40.763997953781725, -73.9739309333596 40.76443339168374, -73.97335823585396 40.765221621615055)))",869,991655.40305,991983.48704,217791.82775,218119.91174
